date,account_id,account_name,campaign_id,camapign_name,country_code,impressions,clicks,spend
2023-10-01,"285138593451",ACQUISITION,"238582844415",stu_ps_all_ios_multiple,UA,1498,7,1.83
2023-10-02,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,502,1,2.55
2023-10-02,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,616,1,2.06
2023-10-02,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,247,1,2.21
2023-10-02,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,689,2,2.42
2023-10-02,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,2545,6,14.04
2023-10-02,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,75,0,1.2
2023-10-02,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,83,0,0.67
2023-10-02,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,1463,3,7.78
2023-10-02,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,100,1,1.16
2023-10-02,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,74,0,1.4
2023-10-02,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,108,1,0.82
2023-10-02,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,2428,8,8.97
2023-10-02,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,542,3,2.53
2023-10-02,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,305,2,3.06
2023-10-02,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,1046,2,6.59
2023-10-02,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,92,0,1.22
2023-10-02,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,114,1,1.14
2023-10-02,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,103,0,1.13
2023-10-02,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,86,1,1.07
2023-10-02,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,574,0,2.87
2023-10-02,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,1249,2,6.39
2023-10-02,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,326,2,3.05
2023-10-02,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,56,1,0.49
2023-10-02,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,103,0,0.82
2023-10-02,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,75,1,0.65
2023-10-02,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,8340,18,43.36
2023-10-02,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,171,1,1.22
2023-10-02,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,1015,3,7.69
2023-10-02,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,65,1,0.63
2023-10-02,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,80,0,0.76
2023-10-02,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,9,1,0.06
2023-10-02,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,PL,297,1,2.04
2023-10-02,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,22,0,0.46
2023-10-02,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,112,0,0.55
2023-10-02,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,PL,20,1,0.17
2023-10-02,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,84,0,0.43
2023-10-02,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,PL,27,1,0.27
2023-10-02,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,21,0,0.44
2023-10-02,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,PL,199,1,1.11
2023-10-02,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,24,0,0.37
2023-10-02,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,18,0,0.14
2023-10-02,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,86,0,0.28
2023-10-02,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,68,0,0.2
2023-10-02,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,25,0,0.32
2023-10-02,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,61,0,0.18
2023-10-02,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,15,0,0.07
2023-10-02,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,PL,20,0,0.25
2023-10-02,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,PL,15,0,0.21
2023-10-02,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,PL,171,1,1.06
2023-10-02,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,15,0,0.11
2023-10-02,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,PL,199,0,1.19
2023-10-02,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,14,0,0.08
2023-10-02,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,7,0,0.04
2023-10-02,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,PL,301,1,1.71
2023-10-02,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,PL,9,0,0.07
2023-10-02,"285138593451",ACQUISITION,"238582844415",stu_ps_all_ios_multiple,UA,9628,12,4.15
2023-10-02,"285138593451",ACQUISITION,"238582844415",stu_ps_all_ios_multiple,PL,29609,82,43.21
2023-10-02,"285138593451",ACQUISITION,"238582844415",stu_ps_all_ios_multiple,UA,16766,25,12.93
2023-10-02,"285138593451",ACQUISITION,"238582844415",stu_ps_all_ios_multiple,PL,4800,20,5.11
2023-10-02,"285138593451",ACQUISITION,"238582844415",stu_ps_all_ios_multiple,UA,1165,7,1.59
2023-10-02,"285138593451",ACQUISITION,"238582844415",stu_ps_all_ios_multiple,UA,8983,40,19.63
2023-10-02,"285138593451",ACQUISITION,"238582844415",stu_ps_all_ios_multiple,PL,11888,28,8.95
2023-10-02,"285138593451",ACQUISITION,"238582844415",stu_ps_all_ios_multiple,UA,4942,6,2.0
2023-10-02,"285138593451",ACQUISITION,"238582844415",stu_ps_all_ios_multiple,UA,3389,8,2.28
2023-10-03,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,70,0,0.65
2023-10-03,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,25,0,0.18
2023-10-03,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,23,0,0.31
2023-10-03,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,206,0,0.54
2023-10-03,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,45,1,0.37
2023-10-03,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,24,1,0.17
2023-10-03,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,399,2,1.9
2023-10-03,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,1719,7,8.9
2023-10-03,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,31,0,0.26
2023-10-03,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,799,3,3.42
2023-10-03,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,38,1,0.56
2023-10-03,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,256,2,0.82
2023-10-03,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,28,0,0.43
2023-10-03,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,13,1,0.23
2023-10-03,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,34,0,0.22
2023-10-03,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,353,0,2.17
2023-10-03,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,36,0,0.45
2023-10-03,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,694,3,3.77
2023-10-03,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,170,1,0.72
2023-10-03,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,17,0,0.16
2023-10-03,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,29,0,0.38
2023-10-03,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,71,0,0.51
2023-10-03,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,510,2,2.07
2023-10-03,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,10,0,0.17
2023-10-03,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,473,1,3.14
2023-10-03,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,14,0,0.21
2023-10-03,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,67,0,0.59
2023-10-03,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,58,0,0.52
2023-10-03,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,154,0,0.7
2023-10-03,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,1001,2,5.41
2023-10-03,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,202,0,1.01
2023-10-03,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,PL,44,0,0.36
2023-10-03,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,62,0,0.26
2023-10-03,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,18,0,0.26
2023-10-03,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,7,0,0.08
2023-10-03,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,51,1,0.25
2023-10-03,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,PL,10,0,0.06
2023-10-03,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,PL,156,0,0.92
2023-10-03,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,PL,318,1,1.94
2023-10-03,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,PL,20,0,0.16
2023-10-03,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,PL,14,0,0.16
2023-10-03,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,8,0,0.06
2023-10-03,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,22,0,0.41
2023-10-03,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,93,0,0.47
2023-10-03,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,7,0,0.02
2023-10-03,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,PL,126,0,0.97
2023-10-03,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,18,0,0.24
2023-10-03,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,37,0,0.22
2023-10-03,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,63,0,1.08
2023-10-03,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,PL,15,0,0.18
2023-10-03,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,PL,187,1,1.21
2023-10-03,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,89,0,0.3
2023-10-03,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,9,0,0.23
2023-10-03,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,PL,544,1,2.9
2023-10-03,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,6,0,0.05
2023-10-03,"285138593451",ACQUISITION,"238582844415",stu_ps_all_ios_multiple,UA,19804,44,23.06
2023-10-03,"285138593451",ACQUISITION,"238582844415",stu_ps_all_ios_multiple,PL,11455,21,6.2
2023-10-03,"285138593451",ACQUISITION,"238582844415",stu_ps_all_ios_multiple,UA,10841,37,27.43
2023-10-03,"285138593451",ACQUISITION,"238582844415",stu_ps_all_ios_multiple,UA,3243,4,1.45
2023-10-03,"285138593451",ACQUISITION,"238582844415",stu_ps_all_ios_multiple,UA,4623,10,2.2
2023-10-03,"285138593451",ACQUISITION,"238582844415",stu_ps_all_ios_multiple,PL,39713,118,67.35
2023-10-03,"285138593451",ACQUISITION,"238582844415",stu_ps_all_ios_multiple,PL,5392,22,5.9
2023-10-03,"285138593451",ACQUISITION,"238582844415",stu_ps_all_ios_multiple,UA,1137,3,1.53
2023-10-03,"285138593451",ACQUISITION,"238582844415",stu_ps_all_ios_multiple,UA,9571,18,4.43
2023-10-04,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,378,0,1.81
2023-10-04,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,101,0,0.74
2023-10-04,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,36,0,0.53
2023-10-04,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,66,0,0.6
2023-10-04,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,39,1,0.61
2023-10-04,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,74,0,0.54
2023-10-04,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,4624,13,20.59
2023-10-04,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,47,2,0.69
2023-10-04,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,815,2,2.49
2023-10-04,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,41,0,0.45
2023-10-04,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,1892,5,8.42
2023-10-04,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,31,0,0.28
2023-10-04,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,51,1,0.34
2023-10-04,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,133,1,1.18
2023-10-04,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,37,0,0.35
2023-10-04,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,1548,5,8.59
2023-10-04,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,735,14,2.11
2023-10-04,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,1279,3,5.09
2023-10-04,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,82,0,1.14
2023-10-04,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,92,1,0.73
2023-10-04,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,75,0,0.48
2023-10-04,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,74,0,0.48
2023-10-04,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,665,1,3.43
2023-10-04,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,348,2,1.43
2023-10-04,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,877,5,5.8
2023-10-04,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,32,0,0.38
2023-10-04,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,67,2,0.5
2023-10-04,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,1037,6,5.54
2023-10-04,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,26,0,0.3
2023-10-04,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,2662,9,15.08
2023-10-04,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,PL,238,1,1.62
2023-10-04,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,20,0,0.24
2023-10-04,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,PL,432,1,2.51
2023-10-04,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,12,0,0.09
2023-10-04,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,13,0,0.14
2023-10-04,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,PL,79,0,0.56
2023-10-04,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,PL,16,0,0.16
2023-10-04,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,17,0,0.35
2023-10-04,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,PL,21,0,0.19
2023-10-04,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,11,0,0.25
2023-10-04,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,11,0,0.15
2023-10-04,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,PL,21,1,0.32
2023-10-04,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,38,1,0.71
2023-10-04,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,PL,294,1,1.69
2023-10-04,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,PL,33,0,0.26
2023-10-04,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,106,0,0.37
2023-10-04,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,157,0,0.59
2023-10-04,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,15,0,0.39
2023-10-04,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,97,0,0.42
2023-10-04,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,PL,18,0,0.22
2023-10-04,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,26,0,0.44
2023-10-04,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,48,0,0.33
2023-10-04,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,PL,195,0,0.98
2023-10-04,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,92,0,0.37
2023-10-04,"285138593451",ACQUISITION,"238547579572",stu_ps_all_all_sql,UA,20,0,0.3
2023-10-04,"285138593451",ACQUISITION,"238582844415",stu_ps_all_ios_multiple,PL,4282,16,3.49
2023-10-04,"285138593451",ACQUISITION,"238582844415",stu_ps_all_ios_multiple,UA,2451,8,1.15
2023-10-04,"285138593451",ACQUISITION,"238582844415",stu_ps_all_ios_multiple,UA,6579,31,15.84
2023-10-04,"285138593451",ACQUISITION,"238582844415",stu_ps_all_ios_multiple,UA,4296,8,2.46
2023-10-04,"285138593451",ACQUISITION,"238582844415",stu_ps_all_ios_multiple,UA,1851,5,0.93
2023-10-04,"285138593451",ACQUISITION,"238582844415",stu_ps_all_ios_multiple,UA,910,4,0.72
2023-10-04,"285138593451",ACQUISITION,"238582844415",stu_ps_all_ios_multiple,UA,11689,31,16.73
2023-10-04,"285138593451",ACQUISITION,"238582844415",stu_ps_all_ios_multiple,PL,36042,110,70.7
2023-10-04,"285138593451",ACQUISITION,"238582844415",stu_ps_all_ios_multiple,PL,7740,15,5.14
2023-10-05,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,1165,2,4.1
2023-10-05,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,96,0,0.87
2023-10-05,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,76,2,0.82
2023-10-05,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,60,0,0.78
2023-10-05,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,130,3,1.55
2023-10-05,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,2385,4,12.04
2023-10-05,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,127,0,1.59
2023-10-05,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,230,2,3.31
2023-10-05,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,127,0,0.88
2023-10-05,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,584,3,3.21
2023-10-05,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,64,0,0.69
2023-10-05,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,115,1,1.18
2023-10-05,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,48,0,0.76
2023-10-05,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,887,2,4.84
2023-10-05,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,PL,1296,3,8.92
2023-10-05,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,108,0,1.09
2023-10-05,"285138593451",ACQUISITION,"238545383146",stu_ps_all_web_python,UA,2192,6,8.83
